ردیف,نام منبع,نوع,بخش صفحه,زیربخش,آدرس وب‌سایت,آدرس RSS/Atom,وضعیت فید,توضیح صفحه,یادداشت اعتبارسنجی
223,Brazilian Center for International Relations (CEBRI),رسانه/منبع تحلیلی یا پژوهشی,۵) اندیشکده‌های برتر ژئوپولیتیک، امنیتی و روابط بین‌الملل,آفریقا، آمریکای لاتین و روسیه/اوراسیا,https://cebri.org/en,https://cebri.org/en/feed,فید شناخته‌شده / نیازمند آزمون نهایی,برزیل؛ روابط بین‌الملل.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
224,CARI,رسانه/منبع تحلیلی یا پژوهشی,۵) اندیشکده‌های برتر ژئوپولیتیک، امنیتی و روابط بین‌الملل,آفریقا، آمریکای لاتین و روسیه/اوراسیا,https://www.cari.org.ar/,https://cari.org.ar/feed/,نامزد متداول / نیازمند راستی‌آزمایی,آرژانتین؛ روابط بین‌الملل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
225,Consejo Mexicano de Asuntos Internacionales (COMEXI),رسانه/منبع تحلیلی یا پژوهشی,۵) اندیشکده‌های برتر ژئوپولیتیک، امنیتی و روابط بین‌الملل,آفریقا، آمریکای لاتین و روسیه/اوراسیا,https://www.consejomexicano.org/,https://consejomexicano.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,مکزیک؛ امور بین‌الملل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
226,Carnegie Russia Eurasia Center,رسانه/منبع تحلیلی یا پژوهشی,۵) اندیشکده‌های برتر ژئوپولیتیک، امنیتی و روابط بین‌الملل,آفریقا، آمریکای لاتین و روسیه/اوراسیا,https://carnegieendowment.org/research/2023/04/carnegie-russia-eurasia-center,https://carnegieendowment.org/rss,فید شناخته‌شده / نیازمند آزمون نهایی,روسیه و اوراسیا.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
227,Valdai Discussion Club,رسانه/منبع تحلیلی یا پژوهشی,۵) اندیشکده‌های برتر ژئوپولیتیک، امنیتی و روابط بین‌الملل,آفریقا، آمریکای لاتین و روسیه/اوراسیا,https://valdaiclub.com/,https://valdaiclub.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,روسیه؛ گفت‌وگوی سیاست خارجی، نزدیک به ساختار رسمی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
228,Russian International Affairs Council (RIAC),رسانه/منبع تحلیلی یا پژوهشی,۵) اندیشکده‌های برتر ژئوپولیتیک، امنیتی و روابط بین‌الملل,آفریقا، آمریکای لاتین و روسیه/اوراسیا,https://russiancouncil.ru/en/,https://russiancouncil.ru/feed/,نامزد متداول / نیازمند راستی‌آزمایی,روسیه؛ روابط بین‌الملل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
229,Middle East Institute (MEI),رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,مراکز بین‌المللی با تمرکز منطقه‌ای,https://mei.edu/,https://mei.edu/rss.xml,فید شناخته‌شده / نیازمند آزمون نهایی,واشنگتن؛ سیاست خاورمیانه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
230,The Washington Institute for Near East Policy,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,مراکز بین‌المللی با تمرکز منطقه‌ای,https://www.washingtoninstitute.org/,https://www.washingtoninstitute.org/rss.xml,فید شناخته‌شده / نیازمند آزمون نهایی,سیاست و امنیت خاورمیانه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
231,Arab Center Washington DC,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,مراکز بین‌المللی با تمرکز منطقه‌ای,https://arabcenterdc.org/,https://arabcenterdc.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,جهان عرب و سیاست آمریکا.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
232,Carnegie Middle East Center / Malcolm H. Kerr Center,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,مراکز بین‌المللی با تمرکز منطقه‌ای,https://carnegieendowment.org/middle-east,https://carnegieendowment.org/rss,فید شناخته‌شده / نیازمند آزمون نهایی,سیاست و اقتصاد منطقه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
233,Brookings Center for Middle East Policy,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,مراکز بین‌المللی با تمرکز منطقه‌ای,https://www.brookings.edu/centers/center-for-middle-east-policy/,https://www.brookings.edu/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,سیاست آمریکا و منطقه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
234,Crown Center for Middle East Studies,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,مراکز بین‌المللی با تمرکز منطقه‌ای,https://www.brandeis.edu/crown/,https://brandeis.edu/feed/,نامزد متداول / نیازمند راستی‌آزمایی,پژوهش دانشگاهی خاورمیانه.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
235,Moshe Dayan Center,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,مراکز بین‌المللی با تمرکز منطقه‌ای,https://dayan.org/,https://dayan.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,دانشگاه تل‌آویو؛ خاورمیانه و آفریقا.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
236,Middle East Council on Global Affairs,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,مراکز بین‌المللی با تمرکز منطقه‌ای,https://mecouncil.org/,https://mecouncil.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,دوحه؛ سیاست منطقه‌ای و جهانی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
237,Arab Center for Research and Policy Studies,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,جهان عرب و خلیج فارس,https://www.dohainstitute.org/en/Pages/index.aspx,https://dohainstitute.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,دوحه؛ علوم سیاسی و اجتماعی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
238,Doha Institute for Graduate Studies,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,جهان عرب و خلیج فارس,https://www.dohainstitute.edu.qa/en,https://dohainstitute.edu.qa/feed/,نامزد متداول / نیازمند راستی‌آزمایی,پژوهش و آموزش سیاست عمومی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
239,Gulf Research Center,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,جهان عرب و خلیج فارس,https://www.grc.net/,https://grc.net/feed/,نامزد متداول / نیازمند راستی‌آزمایی,شورای همکاری و خلیج فارس.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
240,Emirates Policy Center,رسانه/منبع تحلیلی یا پژوهشی,۶) اندیشکده‌ها و مراکز تخصصی خاورمیانه,جهان عرب و خلیج فارس,https://epc.ae/en,https://epc.ae/feed/,نامزد متداول / نیازمند راستی‌آزمایی,امارات؛ سیاست و امنیت.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
